Customer,ST,GENDER,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Total Claim Amount,Vehicle Class
TO37423,Oregon,M,College,17569.15979,41463,74,0,Special Auto,355.2,Four-Door Car
XF92956,Oregon,M,High School or Below,2448.859093,0,68,0,Personal Auto,489.6,Four-Door Car
ZP64637,Arizona,M,High School or Below,3857.770745,0,110,0,Corporate Auto,792,Sports Car
JG74360,Arizona,M,College,4558.972934,37709,116,0,Corporate Auto,556.8,SUV
NZ81536,Washington,F,Doctor,16710.83929,73049,139,0,Personal Auto,284.43696,SUV
KT26739,Nevada,F,Master,3554.845264,58557,88,0,Personal Auto,55.510526,Four-Door Car
YU15037,Arizona,F,High School or Below,4671.416683,0,66,0,Personal Auto,475.2,Four-Door Car
YX91403,Arizona,F,High School or Below,2909.547713,88944,72,0,Personal Auto,113.805875,Four-Door Car
KS46420,Washington,F,Master,13411.31102,26140,112,0,Personal Auto,229.70752,SUV
TW11712,Arizona,M,Master,4574.924641,32906,115,0,Personal Auto,552,SUV
XY36764,California,F,College,2771.045031,50071,71,0,Personal Auto,18.918935,Two-Door Car
LQ16286,Oregon,M,College,8038.949652,71982,103,0,Corporate Auto,494.4,Four-Door Car
XE86547,Oregon,M,College,5143.647642,58443,65,0,Personal Auto,312,Four-Door Car
QS83113,Oregon,M,Bachelor,5032.386371,30735,63,0,Personal Auto,307.080113,Two-Door Car
PH97342,Arizona,F,High School or Below,26197.41498,18495,113,0,Personal Auto,542.4,SUV
VQ47100,Washington,F,High School or Below,4894.986713,67436,61,0,Personal Auto,292.8,Four-Door Car
BE17305,Nevada,M,Master,3193.459822,52653,81,0,Personal Auto,230.300308,Two-Door Car
KZ11847,California,F,Master,5096.673223,22886,65,0,Personal Auto,312,Four-Door Car
EX73249,Arizona,F,College,7706.956035,0,73,0,Personal Auto,350.4,Four-Door Car
JS19054,Oregon,F,Bachelor,3339.299496,38821,87,0,Personal Auto,488.84232,Two-Door Car
YH94097,Washington,M,College,9575.357152,0,134,0,Personal Auto,643.2,SUV
UQ19505,Oregon,F,College,3557.196138,39075,89,0,Personal Auto,142.415244,Two-Door Car
YI95574,Arizona,M,High School or Below,3587.359906,16049,93,0,Personal Auto,446.4,Four-Door Car
JQ84105,Oregon,F,High School or Below,2360.601748,0,65,0,Corporate Auto,468,Four-Door Car
NU61528,Washington,M,Doctor,3023.887488,28383,81,0,Personal Auto,258.109435,Four-Door Car
FQ20031,Oregon,M,High School or Below,10926.69497,29418,274,0,Personal Auto,1972.8,Luxury SUV
XX32359,California,M,High School or Below,5325.724541,0,73,0,Personal Auto,496.474767,Two-Door Car
BP69529,Arizona,M,Bachelor,9915.90229,30604,131,2,Corporate Auto,984.170299,SUV
LI60972,Arizona,F,College,5017.610845,91804,62,0,Special Auto,388.80286,Four-Door Car
HQ60388,Oregon,F,High School or Below,8625.836992,50446,74,4,Personal Auto,355.2,Four-Door Car
KE66309,California,M,College,8432.519368,87728,70,0,Personal Auto,201.589875,Four-Door Car
YT56442,California,M,College,2642.932059,58729,68,2,Corporate Auto,94.845076,Four-Door Car
VH51235,Arizona,F,Bachelor,3097.915845,0,89,0,Personal Auto,427.2,Four-Door Car
SF18484,Oregon,F,Master,19837.30548,0,67,1,Personal Auto,321.6,Four-Door Car
HW99293,Arizona,M,Bachelor,2869.743883,21234,73,0,Personal Auto,378.333708,Four-Door Car
QR57598,Oregon,M,Bachelor,4927.068115,0,73,0,Personal Auto,751.927019,Four-Door Car
FY27460,California,M,College,4285.575678,47823,108,0,Personal Auto,518.4,Sports Car
YQ75801,Arizona,F,High School or Below,8874.551335,84731,110,1,Personal Auto,226.738219,SUV
LP48634,California,F,High School or Below,2578.835541,59974,65,0,Corporate Auto,127.233139,Four-Door Car
EI32190,Arizona,M,Doctor,6920.999642,67534,87,2,Personal Auto,104.905661,Four-Door Car
WS68402,Oregon,M,Bachelor,2349.957291,0,70,0,Special Auto,716.67276,Four-Door Car
ND43316,Oregon,M,High School or Below,4027.703503,27782,103,0,Personal Auto,517.100887,SUV
HW94513,Nevada,M,High School or Below,8481.310791,67197,74,3,Personal Auto,275.608537,Two-Door Car
ZS72533,Oregon,M,High School or Below,5191.446028,86451,65,0,Personal Auto,7.793078,Two-Door Car
RZ97154,Arizona,M,Bachelor,3572.49065,56768,92,0,Personal Auto,441.6,Two-Door Car
LK73198,Washington,F,High School or Below,4869.240839,55593,61,0,Personal Auto,9.050204,Four-Door Car
RS29507,Arizona,F,Bachelor,10395.70939,0,95,0,Personal Auto,337.79769,Four-Door Car
XJ39660,Oregon,F,Bachelor,5297.918924,66203,66,0,Personal Auto,130.697268,Four-Door Car
PK47936,Washington,F,High School or Below,8750.710415,25806,110,0,Personal Auto,528,Four-Door Car
EU95973,California,F,Bachelor,14941.90379,22978,190,0,Personal Auto,912,Luxury Car
OU40102,Oregon,F,High School or Below,6503.397049,22081,84,0,Special Auto,451.670309,Two-Door Car
RC67125,Arizona,F,College,10110.96161,96506,124,0,Corporate Auto,504.513989,SUV
NK53902,Oregon,M,High School or Below,6459.640843,23235,82,0,Personal Auto,483.482031,Four-Door Car
RH70599,Arizona,M,Bachelor,2769.252177,40506,70,0,Personal Auto,113.724707,Four-Door Car
RR64429,California,M,High School or Below,6778.84457,0,96,0,Personal Auto,460.8,Four-Door Car
IW99237,Oregon,M,Bachelor,4492.518464,0,65,0,Personal Auto,312,Two-Door Car
PZ94965,California,F,High School or Below,5733.213979,79955,71,0,Personal Auto,142.932303,Four-Door Car
PV77228,Arizona,M,College,3230.576665,62873,81,0,Corporate Auto,207.75186,Four-Door Car
EX63393,California,F,Master,6314.492009,66947,78,0,Personal Auto,374.4,Four-Door Car
QV26574,Washington,M,College,6013.73829,25646,83,1,Personal Auto,377.917394,Four-Door Car
ZL29593,Arizona,F,College,2180.084066,0,64,0,Personal Auto,460.8,Four-Door Car
TU67471,Washington,F,High School or Below,20096.89337,92766,71,0,Personal Auto,379.029102,Two-Door Car
FD45309,Oregon,M,High School or Below,5568.947534,0,79,1,Personal Auto,407.440238,Two-Door Car
AH58807,Arizona,F,College,51426.24815,84650,185,3,Personal Auto,660.474274,Luxury Car
CX58204,Nevada,F,High School or Below,8079.833042,13050,102,0,Personal Auto,734.4,SUV
TE35954,Arizona,M,College,2674.730716,56342,69,0,Personal Auto,331.2,Four-Door Car
XO70106,Oregon,M,Bachelor,12421.86213,58781,106,0,Personal Auto,502.46107,SUV
OW20992,California,M,High School or Below,2311.118403,0,68,0,Personal Auto,489.6,Four-Door Car
JV44724,Arizona,M,Bachelor,10255.80275,0,102,0,Personal Auto,734.4,Sports Car
PI96349,California,M,College,22103.5072,0,102,0,Personal Auto,489.6,SUV
NA82031,Washington,F,College,2962.982516,71809,74,0,Corporate Auto,78.248458,Four-Door Car
YH86106,Arizona,M,Bachelor,5764.862315,40238,73,1,Personal Auto,350.4,Four-Door Car
DI82448,California,M,Bachelor,4700.421406,0,70,0,Personal Auto,504,Four-Door Car
HL97125,Nevada,F,High School or Below,4669.22664,76157,116,0,Personal Auto,556.8,Two-Door Car
NB18234,Nevada,F,College,5384.015304,30514,72,2,Personal Auto,154.049617,Four-Door Car
KH53118,California,F,Bachelor,7505.768149,44485,62,0,Special Auto,79.893853,Four-Door Car
UX94928,Arizona,M,High School or Below,10551.1476,50941,69,0,Personal Auto,331.2,Four-Door Car
HO94329,Arizona,M,College,25900.19716,53105,110,0,Corporate Auto,365.361427,SUV
LW64678,California,F,Master,51016.06704,25167,140,0,Personal Auto,422.494292,SUV
CE11308,Washington,M,College,3575.04124,30244,92,0,Personal Auto,383.110633,Four-Door Car
DC46685,California,F,College,11638.89947,25370,102,0,Corporate Auto,489.6,Sports Car
LM69036,Oregon,M,Master,14050.17358,0,73,1,Corporate Auto,350.4,Four-Door Car
MM83308,Arizona,M,High School or Below,2379.825871,69202,61,0,Personal Auto,292.8,Two-Door Car
GL33494,Oregon,F,Master,5460.373249,31530,69,1,Personal Auto,331.2,Two-Door Car
BH61054,California,F,College,6269.592055,61040,78,0,Personal Auto,391.942636,Two-Door Car
OJ77448,Arizona,F,Bachelor,8709.847614,85185,107,0,Corporate Auto,166.502804,SUV
IN10489,Nevada,F,Master,5024.777578,78772,62,0,Personal Auto,86.274545,Four-Door Car
FY32647,California,M,College,12515.18061,0,63,0,Special Auto,577.57549,Two-Door Car
YP17198,Oregon,M,Master,22325.82746,99241,70,0,Corporate Auto,48.304125,Four-Door Car
RB79317,Arizona,F,Bachelor,3059.056323,0,83,0,Personal Auto,197.498882,Two-Door Car
IE49043,Nevada,F,College,6698.974274,21114,180,0,Personal Auto,864,Luxury Car
ZL82075,Nevada,M,Master,5479.555081,56005,68,1,Corporate Auto,326.4,Four-Door Car
DV24592,Oregon,F,College,2472.469209,63860,62,0,Personal Auto,208.598246,Four-Door Car
XF89906,Arizona,M,High School or Below,58207.12842,29295,219,0,Personal Auto,1328.839129,Luxury SUV
AD71478,Arizona,M,High School or Below,3430.316936,54339,86,0,Personal Auto,10.478305,Four-Door Car
SE15781,California,F,Bachelor,2396.219292,0,66,2,Corporate Auto,433.160284,Four-Door Car
YG71375,Nevada,F,College,5964.345179,98078,73,0,Personal Auto,418.689402,Four-Door Car
KH95802,Arizona,M,College,2605.599527,20592,71,1,Personal Auto,195.153339,Two-Door Car
FW16824,Oregon,M,High School or Below,4758.19231,72805,62,4,Corporate Auto,365.466805,Four-Door Car
FK17363,Washington,F,High School or Below,5154.051492,55645,129,0,Personal Auto,619.2,SUV
DK66277,California,M,High School or Below,2805.176489,98859,70,0,Personal Auto,504,Four-Door Car
FX67699,Oregon,F,High School or Below,4250.282624,0,61,1,Corporate Auto,292.8,Four-Door Car
LC92080,Oregon,M,College,7247.736708,23541,62,0,Personal Auto,98.923871,Two-Door Car
CQ57225,California,M,Bachelor,5008.789971,0,73,0,Corporate Auto,350.4,Two-Door Car
AM53473,Arizona,F,Bachelor,5821.787383,60087,74,0,Special Auto,355.2,Four-Door Car
TE50227,Arizona,M,College,18898.32653,0,132,0,Personal Auto,1405.292809,SUV
IS45756,Arizona,F,College,4756.913057,48938,121,0,Personal Auto,580.8,SUV
QA71190,California,F,Bachelor,8083.917906,31506,102,0,Personal Auto,601.074585,Four-Door Car
LD53393,California,M,Bachelor,7417.406267,67454,185,0,Personal Auto,1332,Luxury Car
JO35068,Nevada,M,Bachelor,2538.62632,18608,71,0,Personal Auto,340.8,Four-Door Car
EC71857,Washington,F,Doctor,2432.958093,28519,61,0,Personal Auto,111.865326,Four-Door Car
LB19360,Nevada,F,Master,4170.687348,29462,107,1,Personal Auto,513.6,SUV
RM70340,Oregon,M,High School or Below,2489.662064,0,74,0,Corporate Auto,532.8,Four-Door Car
YL34043,Nevada,F,Bachelor,3758.950734,58300,94,0,Personal Auto,24.04838,Four-Door Car
BQ88033,Oregon,M,College,42389.00791,82554,132,0,Personal Auto,154.749492,Sports Car
SG46572,California,F,High School or Below,29830.38714,0,102,0,Personal Auto,489.6,Sports Car
LT94367,California,M,College,26134.90739,0,111,0,Personal Auto,673.262794,Sports Car
FV83989,Arizona,M,Bachelor,2453.570794,29735,69,0,Personal Auto,331.2,Four-Door Car
WO80705,Arizona,F,Bachelor,2855.925747,50738,71,0,Personal Auto,344.470631,Four-Door Car
CT51200,Oregon,F,High School or Below,5771.610372,65709,72,0,Corporate Auto,12.945127,Four-Door Car
IX65163,California,M,College,8098.51111,0,123,0,Personal Auto,885.6,SUV
AP32891,Arizona,M,High School or Below,3432.961074,0,95,0,Personal Auto,456,Four-Door Car
AY29281,Arizona,F,Bachelor,9408.343519,0,85,0,Corporate Auto,408,Four-Door Car
UK18731,California,F,Bachelor,5595.971365,19651,72,0,Personal Auto,345.6,Two-Door Car
JT32550,Washington,M,High School or Below,7260.833833,0,72,0,Personal Auto,744.026708,Four-Door Car
MT91823,Arizona,F,College,13438.04189,69693,112,1,Special Auto,537.6,Sports Car
FI11096,Arizona,F,High School or Below,7324.285428,0,104,0,Special Auto,1114.092784,SUV
QF13998,California,F,College,2357.801509,0,65,1,Personal Auto,294.502382,Four-Door Car
BC35753,Arizona,F,College,2671.295549,45525,66,0,Personal Auto,316.8,Two-Door Car
LX74249,Oregon,F,Bachelor,2938.814981,96765,72,0,Personal Auto,216.01091,Two-Door Car
VX43756,Oregon,M,College,4911.002585,32903,64,3,Personal Auto,98.33116,Four-Door Car
JZ61928,California,M,College,5498.940679,22520,73,0,Corporate Auto,350.4,Four-Door Car
DT59560,California,F,High School or Below,4757.242856,67486,118,0,Personal Auto,529.493769,Two-Door Car
CI99444,Nevada,F,College,2926.886293,92381,72,0,Special Auto,234.774747,Four-Door Car
JF25129,California,M,Master,8509.850887,26057,74,0,Personal Auto,523.888845,Four-Door Car
YB57848,Oregon,F,Doctor,9928.986032,75716,247,0,Personal Auto,562.088587,Luxury Car
DJ27518,California,F,High School or Below,10089.79095,63657,128,0,Corporate Auto,614.4,Sports Car
DO95670,Arizona,M,Doctor,5073.282126,57709,125,0,Personal Auto,600,SUV
WV53830,Oregon,F,Master,16301.9676,19614,85,0,Personal Auto,574.024018,Two-Door Car
LY30169,California,M,High School or Below,3360.269641,75216,84,1,Corporate Auto,65.803328,Four-Door Car
AH41449,Nevada,M,College,7907.133288,24666,101,0,Personal Auto,151.835574,Sports Car
GV21882,Nevada,F,High School or Below,28328.46548,20799,111,0,Personal Auto,388.995233,Sports Car
FH14955,California,M,College,4467.705159,0,64,0,Corporate Auto,307.2,Four-Door Car
JA60749,Oregon,F,High School or Below,9035.671134,34337,113,0,Personal Auto,542.4,Four-Door Car
PB81005,Oregon,M,Bachelor,5364.469352,53562,135,0,Personal Auto,589.628918,SUV
OY88200,Nevada,F,College,2706.606128,22664,73,0,Personal Auto,350.4,Two-Door Car
ZT72561,Arizona,M,High School or Below,6167.854162,27289,158,2,Personal Auto,758.4,Sports Car
ZF95586,Arizona,F,Master,2476.046413,54831,61,0,Personal Auto,136.2171,Four-Door Car
LV44800,California,F,High School or Below,3056.990764,78310,76,0,Personal Auto,364.8,Four-Door Car
FC46260,California,F,Bachelor,5217.513287,39854,66,0,Corporate Auto,261.930545,Two-Door Car
HY68437,Oregon,M,High School or Below,6744.190752,0,90,0,Personal Auto,547.912576,Four-Door Car
XL50897,Arizona,F,Master,15739.92367,48096,131,0,Personal Auto,450.090267,Sports Car
AR83514,Arizona,F,High School or Below,7153.671737,59522,89,0,Corporate Auto,427.2,Four-Door Car
NA43540,Washington,M,High School or Below,8263.482214,0,79,1,Corporate Auto,46.464625,Two-Door Car
JP22499,California,M,Bachelor,3142.739611,43285,83,0,Corporate Auto,265.742679,Two-Door Car
KW84736,California,M,College,2691.596929,33104,70,1,Personal Auto,336,Two-Door Car
EU21305,Arizona,M,College,2500.837384,56172,64,0,Personal Auto,307.2,Four-Door Car
YT96284,Oregon,M,Master,3728.873486,83632,94,4,Personal Auto,216.839496,Four-Door Car
RH96816,Arizona,F,Bachelor,2937.165583,0,81,0,Personal Auto,388.8,Two-Door Car
JB20173,California,M,Bachelor,10391.78109,81439,90,1,Personal Auto,108.118855,Two-Door Car
RR73059,California,F,College,2994.351694,55911,74,0,Personal Auto,187.934331,Four-Door Car
CH38655,Oregon,M,Bachelor,14203.6226,90456,71,0,Personal Auto,165.057816,Four-Door Car
IG12691,Arizona,F,Bachelor,4490.549093,0,64,0,Personal Auto,254.404622,Two-Door Car
NZ60700,Washington,M,High School or Below,10963.95723,55687,276,0,Personal Auto,1324.8,Luxury SUV
JL21509,California,M,College,3508.569533,20978,98,1,Personal Auto,1176.2788,Four-Door Car
GR76453,Oregon,M,High School or Below,4942.873707,82093,62,0,Personal Auto,266.932542,Four-Door Car
US63915,Arizona,M,High School or Below,6218.662593,51944,156,0,Corporate Auto,748.8,Sports Car
VY30333,Nevada,M,College,6156.363979,78824,77,0,Personal Auto,267.699403,Four-Door Car
AC42963,California,M,Bachelor,21423.63723,0,65,0,Special Auto,312,Two-Door Car
AT89553,California,M,College,5926.729379,23091,96,5,Personal Auto,460.8,Four-Door Car
DN76322,Oregon,F,College,10295.46521,24723,129,0,Corporate Auto,619.2,Sports Car
EZ48093,Arizona,M,Bachelor,2710.811423,31998,69,0,Corporate Auto,331.2,Four-Door Car
DA34555,California,F,College,3363.004143,80138,83,0,Personal Auto,209.427344,Four-Door Car
RK63095,California,M,College,3122.984111,72916,80,0,Personal Auto,384,Two-Door Car
OG69038,Washington,F,High School or Below,6220.765007,0,65,2,Corporate Auto,468,Four-Door Car
SO98684,California,F,High School or Below,3455.17183,0,91,0,Personal Auto,681.038959,Four-Door Car
BZ85306,California,F,Bachelor,11855.13545,0,170,0,Corporate Auto,1227.491941,SUV
EV14479,California,M,Bachelor,7163.796624,44527,94,2,Personal Auto,286.960016,Four-Door Car
YD71702,Oregon,M,Bachelor,3157.551595,46655,82,0,Personal Auto,336.892624,Four-Door Car
UC69263,California,M,Bachelor,8336.08382,0,67,2,Personal Auto,445.265108,Two-Door Car
DH25145,Arizona,F,High School or Below,5809.261551,26975,73,0,Personal Auto,548.333667,Two-Door Car
KU94282,Oregon,F,Master,10016.28847,62900,62,0,Personal Auto,83.897335,Two-Door Car
UT18598,California,F,Bachelor,4914.731004,14232,64,0,Personal Auto,307.2,Four-Door Car
DA40009,Washington,F,Bachelor,2750.540853,34200,70,0,Corporate Auto,167.295936,Four-Door Car
HU87011,California,F,Bachelor,5677.309793,0,77,0,Personal Auto,369.6,Four-Door Car
EK40672,California,M,College,2393.1169,22981,69,0,Personal Auto,16.80116,Four-Door Car
ZH92587,Oregon,F,College,8126.766397,14616,107,0,Personal Auto,513.6,SUV
EJ95100,California,F,Master,2774.799523,0,74,0,Personal Auto,355.2,Four-Door Car
WS56675,Oregon,F,High School or Below,4300.901435,88590,107,0,Personal Auto,41.721538,Two-Door Car
UF28233,Washington,F,High School or Below,5221.14469,60445,65,0,Personal Auto,279.450351,Four-Door Car
HQ76003,Nevada,F,High School or Below,12383.5306,40602,105,0,Personal Auto,459.895876,Sports Car
SS90882,Oregon,F,College,7680.748159,66795,64,0,Personal Auto,238.032027,Four-Door Car
ZN71189,Oregon,F,Doctor,4014.453113,37384,99,0,Personal Auto,475.2,Four-Door Car
VX85673,Arizona,F,High School or Below,4250.282624,0,61,1,Personal Auto,292.8,Four-Door Car
NP19156,Arizona,F,Master,4624.557568,28264,61,4,Corporate Auto,167.889924,Four-Door Car
ZV43428,Arizona,F,Bachelor,27789.69235,33806,89,0,Special Auto,395.729716,Four-Door Car
NK53911,California,M,High School or Below,7345.897176,79980,91,0,Personal Auto,629.82071,Two-Door Car
BG73480,Oregon,F,High School or Below,5323.866117,64706,135,0,Corporate Auto,77.129691,SUV
VY58444,Nevada,F,College,4426.096934,29660,112,0,Personal Auto,334.133949,SUV
SJ15498,Oregon,F,Bachelor,6852.36423,26313,87,0,Corporate Auto,417.6,Two-Door Car
ZB71094,Oregon,M,Bachelor,3534.337809,19861,93,0,Corporate Auto,446.4,Four-Door Car
UI99818,Oregon,F,College,4349.30875,75648,108,0,Personal Auto,112.660916,SUV
WS24655,Oregon,F,College,29676.81386,33992,194,1,Personal Auto,931.2,SUV
LZ98947,Nevada,F,Bachelor,24238.66071,0,109,2,Personal Auto,784.8,SUV
IC94523,California,F,College,11638.89947,25370,102,0,Personal Auto,489.6,Sports Car
TK59338,Arizona,M,College,13559.39395,98036,113,0,Personal Auto,662.444819,SUV
BV36386,California,F,College,4282.947971,40864,109,1,Personal Auto,166.937747,SUV
QT63794,California,F,Bachelor,9144.856285,21150,116,0,Personal Auto,833.417104,SUV
LF36128,California,F,College,7434.270631,49057,63,0,Personal Auto,29.618152,Two-Door Car
JK53304,California,F,High School or Below,6159.011684,97658,76,1,Personal Auto,364.8,Four-Door Car
HU76577,California,M,Bachelor,3883.398053,0,109,0,Personal Auto,765.906271,SUV
JG81480,Oregon,F,Bachelor,10622.51656,25634,67,0,Personal Auto,144.728404,Four-Door Car
CC88237,California,M,High School or Below,5257.241485,56154,67,0,Personal Auto,386.160674,Two-Door Car
OV64984,Arizona,M,Bachelor,4881.394894,90892,61,0,Personal Auto,102.322529,Two-Door Car
VG45203,Nevada,F,College,13197.92893,0,68,3,Personal Auto,326.4,Four-Door Car
YQ42353,Oregon,M,Doctor,5334.183231,72960,68,1,Personal Auto,143.535826,Four-Door Car
AP46166,California,F,High School or Below,4965.491316,0,73,1,Personal Auto,525.6,Two-Door Car
UI36374,Oregon,F,Bachelor,5470.060561,54507,138,0,Corporate Auto,702.990032,SUV
ZR76229,Arizona,F,College,3713.790822,81190,92,0,Corporate Auto,356.563616,Two-Door Car
ZD65365,Oregon,F,College,2894.583582,28204,73,0,Personal Auto,486.987555,Four-Door Car
